0,1,2,3,4,5,6,7,8,9,10,11,task0,task1,task2
2,10,4,1000000,1,0,1,1000,1024,10000,5,0,15.725,1.108333333,1.591666667
2,1,2,10,1,1,1000,1000,1024,10000,2,29,17.425,96.95833333,325.8166667
4,10,2,10,10,1,1000,1000,512,10000,5,29,1993.333333,3566.891667,18979.26667
2,10,4,10,10,0,1,1000,512,10000,5,29,1.358333333,1.908333333,5.825
4,1,2,10,1,1,1,10,512,100,5,29,1.241666667,1.25,2.808333333
4,10,4,1000000,10,1,1,1000,512,10000,2,29,68.23333333,4.266666667,14.00833333
2,1,4,1000000,10,0,1,10,512,100,2,29,0,1.85,5.683333333
2,1,4,10,10,0,1000,1000,512,10000,2,29,248.6583333,1957.883333,9688.75
4,1,4,1000000,10,0,1,1000,512,10000,5,0,142.15,5.175,12.24166667
2,1,4,1000000,1,0,1000,10,1024,100,5,29,775.5,124,300.9916667
2,1,4,10,10,1,1,1000,1024,10000,5,29,1.341666667,1.891666667,5.891666667
2,1,2,1000000,10,1,1000,1000,512,10000,2,0,0,1466.233333,24702.575
2,1,2,10,1,1,1000,10,1024,100,2,0,17.025,104.2916667,282.9833333
4,10,4,1000000,10,1,1000,10,1024,100,2,0,42.61666667,4937.466667,20471.9
2,10,2,10,10,1,1000,10,1024,100,2,29,255.2666667,1614.958333,15786.175
2,1,2,10,1,0,1,10,1024,100,5,29,1.1,1.116666667,1.4
4,10,2,10,1,1,1,10,512,100,2,29,1.166666667,1.266666667,2.791666667
4,1,4,10,10,0,1000,1000,512,10000,5,29,1482.083333,5215.458333,16447.875
4,10,4,10,10,1,1000,10,1024,100,2,29,833.25,5735.708333,18683.3
2,10,2,10,1,0,1,10,1024,100,5,0,1.108333333,1.116666667,1.508333333
2,10,4,10,10,0,1,1000,512,10000,2,0,1.35,1.958333333,6.183333333
2,10,4,1000000,10,0,1,10,1024,100,2,0,0,1.941666667,5.858333333
2,1,2,10,1,0,1000,10,1024,100,2,0,16.975,104.3083333,279.825
2,1,2,10,1,1,1,1000,1024,10000,5,29,1.125,1.1,1.866666667
4,10,2,10,10,0,1000,10,512,100,2,29,563.275,4475.258333,18718.96667
2,10,2,1000000,10,1,1000,1000,512,10000,2,29,0,1447.683333,10421.375
4,10,2,1000000,10,1,1,10,512,100,5,0,117.3916667,3.408333333,12.5
2,1,2,1000000,1,0,1,10,1024,100,2,29,11.4,1.1,1.35
2,10,4,10,1,1,1,1000,1024,10000,5,29,1.108333333,1.108333333,1.483333333
2,10,2,1000000,10,0,1,10,512,100,5,29,0,1.85,6.025
4,10,4,10,1,1,1,10,1024,100,5,0,1.266666667,1.258333333,2.991666667
4,10,2,1000000,10,1,1,1000,512,10000,2,29,125.575,3.216666667,12.56666667
4,10,4,1000000,1,0,1,1000,512,10000,2,29,7.308333333,1.266666667,2.858333333
2,10,4,10,10,0,1000,10,512,100,2,0,266,1867.775,7925.508333
2,10,2,10,1,1,1,1000,512,10000,5,29,1.108333333,1.1,1.641666667
4,1,4,1000000,10,0,1000,10,512,100,5,0,0,4886.125,18433.01667
2,10,4,10,10,0,1,1000,512,10000,2,29,1.4,1.941666667,6.466666667
4,10,2,1000000,10,1,1000,10,1024,100,5,29,0,4438.533333,20048.73333
4,10,2,10,1,1,1000,1000,1024,10000,5,0,78.60833333,196.9833333,616.3416667
4,10,2,1000000,1,0,1000,10,1024,100,2,0,1454.783333,188.5416667,710.9083333
4,10,4,10,10,0,1,10,1024,100,5,29,2.741666667,4.183333333,15.79166667
2,1,4,1000000,1,0,1000,10,512,100,5,29,0,120.175,305.7416667
2,1,4,1000000,1,0,1,1000,1024,10000,2,29,11.64166667,1.108333333,1.508333333
2,1,4,1000000,1,1,1,1000,512,10000,2,0,11.61666667,1.116666667,1.708333333
4,10,4,1000000,1,0,1,10,512,100,2,29,7.108333333,1.258333333,2.883333333
4,10,2,1000000,10,0,1,1000,1024,10000,2,29,19.5,3.325,16.25833333
2,1,4,1000000,10,0,1000,10,1024,100,2,0,0,1733.733333,8145.9
4,1,2,1000000,10,1,1,10,1024,100,5,0,205.7583333,3.275,19.54166667
2,10,4,10,10,0,1000,1000,512,10000,5,29,607.025,1726.65,9214.075
4,1,4,10,1,1,1,1000,512,10000,2,0,1.133333333,1.266666667,2.758333333
4,1,2,1000000,10,0,1,1000,1024,10000,2,0,33.88333333,3.216666667,13.85
4,1,4,1000000,10,0,1000,10,512,100,2,0,99.65,5131.15,16697.45833
2,1,2,10,10,1,1,10,1024,100,2,0,1.116666667,1.791666667,5.366666667
4,1,2,1000000,10,0,1,10,512,100,5,0,149.875,3.266666667,13.14166667
4,1,4,10,1,1,1000,1000,1024,10000,2,0,18.75,225.625,738.6916667
4,10,2,1000000,1,0,1000,10,512,100,5,29,427.2333333,192.1,712.9583333
2,1,2,10,1,0,1,1000,1024,10000,2,29,1.1,1.133333333,1.458333333
4,10,2,10,10,1,1000,10,1024,100,5,0,1840.966667,4578.141667,17709.8
4,1,4,1000000,10,0,1000,10,512,100,2,29,140.4083333,4695.091667,19080.24167
4,10,4,1000000,10,1,1,10,512,100,5,29,65.5,4.258333333,13.775
4,10,2,1000000,1,1,1,10,1024,100,5,0,18.40833333,1.266666667,3.083333333
4,10,4,10,10,0,1000,10,512,100,5,29,1844.675,5554.8,18258.45833
2,10,4,10,10,0,1000,1000,1024,10000,2,0,278.4583333,1736.141667,7309.9
4,1,4,1000000,10,0,1,10,512,100,2,29,37.34166667,4.325,14.76666667
4,1,2,10,1,0,1,10,1024,100,5,29,1.241666667,1.266666667,3.475
2,1,2,1000000,10,1,1000,1000,512,10000,2,29,0,1478.625,22236.05833
4,1,4,1000000,1,1,1000,10,1024,100,5,0,1071.2,204.4,710.3833333
2,1,2,10,1,1,1,1000,512,10000,2,0,1.1,1.116666667,1.55
2,10,2,10,10,0,1000,10,1024,100,2,0,239.6166667,1665.625,13525.275
4,10,2,10,10,1,1000,1000,1024,10000,5,29,1708.908333,5164.041667,22091.43333
4,1,4,1000000,1,0,1000,10,1024,100,2,0,3986.725,252.625,749.025
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,276.6,4346.425,21235.625
2,10,2,10,1,1,1000,10,512,100,2,29,17.96666667,99.34166667,293.2666667
2,10,4,1000000,10,1,1000,1000,1024,10000,5,29,0,1711.25,10919.64167
4,1,2,1000000,1,0,1,10,512,100,5,29,23.275,1.25,2.766666667
4,10,2,10,10,1,1,10,1024,100,5,29,2.575,3.375,14.34166667
4,1,2,10,1,1,1,1000,512,10000,5,0,1.258333333,1.25,3.275
4,10,4,1000000,1,1,1,10,512,100,5,0,18.675,1.266666667,2.975
4,1,4,1000000,10,1,1,10,1024,100,5,29,79.5,4.575,16.325
2,1,4,1000000,1,0,1000,1000,1024,10000,5,29,536.5,126.5166667,318.4666667
2,1,2,10,10,1,1000,1000,512,10000,2,0,252.3833333,1430.633333,17581.95833
4,1,2,1000000,10,0,1000,1000,512,10000,5,29,0,4225.666667,21774.175
4,10,4,1000000,1,0,1,1000,1024,10000,2,0,7.2,1.258333333,2.825
2,1,4,1000000,10,1,1000,1000,512,10000,2,29,0,1743.2,8697.775
4,1,4,10,10,0,1000,10,1024,100,2,0,575.9166667,5258.341667,17796.59167
4,1,2,10,10,1,1000,1000,512,10000,2,29,515.275,4146.208333,18231.95
4,1,2,1000000,10,1,1000,10,512,100,5,29,0,3197.675,21832.025
4,1,2,1000000,1,0,1,1000,512,10000,5,29,22.425,1.266666667,2.525
2,1,4,10,10,0,1000,10,1024,100,2,29,246.55,1847.475,10290.575
4,1,4,10,1,0,1000,1000,1024,10000,5,29,101.2166667,241.9416667,792.5083333
4,10,4,10,10,0,1,10,512,100,2,0,1.466666667,4.25,13.50833333
2,1,2,1000000,10,1,1,10,1024,100,5,0,0,1.791666667,5.383333333
4,10,2,1000000,1,0,1,10,512,100,5,0,18.14166667,1.258333333,2.85
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,294.5833333,190.6583333,884.2416667
4,10,2,10,10,1,1000,1000,1024,10000,5,0,1760.8,4267.458333,18054.39167
2,10,4,1000000,1,1,1000,10,512,100,2,0,1423.583333,122.3416667,238.65
4,10,2,1000000,10,0,1000,10,512,100,2,29,29.8,4611.808333,18270.375
4,10,2,10,1,0,1,10,1024,100,2,0,1.141666667,1.258333333,2.65
2,10,2,10,10,0,1,10,512,100,5,29,1.366666667,1.816666667,5.608333333
4,1,4,1000000,1,0,1000,10,512,100,2,29,3228.933333,221.9083333,705.8666667
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,356.725,4.35,12.625
4,10,2,10,1,1,1000,1000,512,10000,2,0,26.40833333,192.4916667,959.4583333
2,1,2,1000000,1,1,1,1000,512,10000,5,0,19.89166667,1.125,1.5
4,1,4,10,10,0,1,1000,1024,10000,5,29,2.591666667,4.391666667,14.2
4,1,4,1000000,1,0,1,10,512,100,5,0,19.91666667,1.258333333,2.725
2,10,4,1000000,1,1,1000,1000,512,10000,2,29,1299.716667,142.8083333,267.8083333
2,10,2,10,10,0,1,1000,1024,10000,2,0,1.125,2.133333333,5.358333333
2,10,2,10,1,1,1000,10,512,100,5,0,51.71666667,92.25833333,285.1916667
2,1,2,10,10,1,1000,10,1024,100,5,29,589.0916667,1529.125,10373.44167
2,10,2,10,10,1,1000,10,512,100,2,0,261.2333333,1464.591667,21017.59167
2,1,4,10,1,0,1,10,1024,100,5,0,1.125,1.141666667,1.575
4,1,2,10,1,0,1000,1000,512,10000,2,0,39.55833333,187.6583333,1021.675
2,1,2,1000000,1,0,1000,10,1024,100,5,0,0,97.99166667,417.05
4,10,4,1000000,10,1,1000,1000,1024,10000,2,29,39.625,4779.525,17082.3
2,1,2,10,10,1,1000,10,1024,100,5,0,579.5083333,1600.125,13481.775
2,1,4,10,10,1,1,1000,1024,10000,2,0,1.133333333,1.866666667,5.55
4,10,2,10,1,1,1000,10,1024,100,2,29,23.875,189.1083333,637.7
2,10,4,1000000,10,1,1000,10,512,100,5,29,0,1829.833333,8666.116667
2,1,4,10,1,0,1000,10,512,100,2,29,11.63333333,119.5,253.7416667
2,10,2,10,1,0,1000,1000,512,10000,5,0,60.15833333,96.55833333,323.75
4,10,4,10,1,0,1,1000,512,10000,2,0,1.141666667,1.266666667,3.208333333
2,10,4,10,10,0,1,1000,512,10000,5,0,1.683333333,2.783333333,6.383333333
2,1,4,10,10,1,1000,10,1024,100,5,0,636.2,1812.1,10843.53333
2,1,2,10,10,1,1000,1000,1024,10000,5,29,562.6916667,1514.933333,9957.366667
2,10,2,10,10,0,1,1000,512,10000,5,0,1.391666667,1.825,5.475
2,10,2,1000000,10,1,1,10,512,100,2,0,0,1.791666667,5.55
2,10,4,1000000,1,1,1,10,512,100,2,29,6.083333333,1.125,1.491666667
2,10,2,10,1,0,1,10,512,100,2,29,1.1,1.141666667,1.491666667
2,10,2,1000000,1,1,1000,10,1024,100,5,0,777.875,98.04166667,312.1
2,1,2,10,1,0,1000,10,1024,100,5,0,58.08333333,98.5,310.75
4,10,4,1000000,1,1,1,1000,1024,10000,5,0,18.625,1.275,3.075
4,10,4,1000000,1,0,1000,1000,1024,10000,2,0,2994.441667,220.175,645.1416667
2,1,2,1000000,10,0,1000,10,512,100,5,29,0,1528.8,19034.98333
4,10,2,1000000,10,0,1,10,1024,100,5,29,29.44166667,3.325,13.55
2,10,2,10,10,0,1,1000,512,10000,2,29,1.133333333,1.816666667,5.408333333
4,1,2,10,1,1,1000,10,512,100,5,29,104.725,179.2666667,701.9083333
2,1,2,10,10,1,1000,1000,1024,10000,2,29,258.975,1486.741667,18848.33333
4,10,4,1000000,1,1,1,10,512,100,2,29,7.133333333,1.275,2.8
2,1,4,1000000,1,1,1000,10,512,100,5,29,507.8666667,126.9916667,252.7916667
2,1,2,10,1,0,1,1000,512,10000,5,0,1.116666667,1.133333333,1.458333333
2,10,4,1000000,10,0,1,10,1024,100,5,0,0,1.925,5.45
4,1,4,10,1,1,1000,1000,512,10000,5,0,96.975,260.4666667,713.6333333
4,1,2,1000000,10,0,1,10,512,100,2,0,37.38333333,3.25,13.725
4,10,4,10,1,0,1,1000,1024,10000,5,0,1.308333333,1.275,3
4,1,4,10,10,1,1,1000,1024,10000,5,29,2.675,4.116666667,14.65833333
4,10,2,1000000,10,0,1000,10,512,100,2,0,11.45,4351.675,23078.30833
2,1,2,10,10,1,1000,10,512,100,2,29,258.8,1464.425,23155.11667
2,1,2,1000000,1,1,1000,1000,512,10000,5,29,1611.425,102.2333333,272.2916667
4,1,4,10,10,0,1000,1000,1024,10000,5,0,1511.275,6254.55,19956.60833
4,10,2,10,10,0,1000,10,1024,100,2,0,528.2166667,3896.741667,18510.525
4,1,4,1000000,1,1,1,10,1024,100,5,29,18.76666667,1.3,3.058333333
4,10,4,10,10,1,1,1000,1024,10000,5,29,2.725,4.266666667,14.36666667
2,10,2,10,10,0,1000,10,512,100,5,29,740.925,1493.508333,12774.48333
4,10,4,10,1,1,1000,1000,512,10000,2,29,11.51666667,225.2833333,782
4,1,2,1000000,10,1,1,10,512,100,5,29,0.991666667,3.308333333,13.71666667
4,10,4,10,1,1,1000,10,512,100,5,29,63.64166667,226.55,869.8916667
4,10,2,10,10,0,1000,10,1024,100,2,29,539.375,5080.341667,21690.9
4,1,2,10,10,1,1,1000,1024,10000,2,0,1.433333333,3.2,13.70833333
4,1,2,1000000,10,0,1,10,1024,100,2,0,33.11666667,3.366666667,11.775
4,10,4,1000000,1,1,1,1000,1024,10000,5,29,17.6,1.275,2.908333333
4,10,2,1000000,1,0,1,1000,1024,10000,5,29,17.98333333,1.258333333,3.241666667
2,10,4,10,1,1,1000,1000,1024,10000,2,29,7.7,119.7166667,230.7
2,1,4,10,10,1,1,1000,512,10000,5,29,1.316666667,1.966666667,5.875
2,1,2,10,1,1,1000,10,512,100,2,0,17.45,109.1583333,309.7083333
4,1,4,10,1,1,1,1000,512,10000,5,29,1.258333333,1.308333333,3.55
4,1,2,1000000,10,1,1000,1000,1024,10000,2,0,138.5416667,4157.966667,20033.98333
2,1,2,10,1,0,1000,1000,512,10000,5,0,62.16666667,96.31666667,352.9416667
2,1,4,10,1,1,1,1000,512,10000,2,0,1.1,1.141666667,1.575
2,1,4,10,10,0,1000,10,1024,100,5,0,620.4833333,1897.7,14456.25
4,10,2,10,1,0,1000,10,512,100,2,0,26.025,190.1416667,723.9666667
4,10,2,10,10,1,1,10,1024,100,2,29,1.408333333,3.391666667,15.05833333
2,1,4,10,10,0,1000,1000,1024,10000,5,29,647.7166667,1827.816667,9464.95
4,1,4,1000000,1,1,1000,1000,1024,10000,5,0,2870.191667,229.3333333,765.7416667
4,10,4,1000000,10,1,1,1000,512,10000,5,29,44.96666667,4.175,14.98333333
4,1,2,10,10,0,1,10,1024,100,2,0,1.45,3.383333333,13.7
2,10,2,10,1,0,1,10,1024,100,5,29,1.108333333,1.116666667,1.691666667
2,1,2,1000000,10,0,1,10,512,100,5,29,0,1.858333333,5.883333333
4,1,4,10,1,1,1,1000,512,10000,5,0,1.258333333,1.258333333,3.666666667
4,1,4,1000000,1,0,1,10,1024,100,2,0,8.25,1.25,3.141666667
4,1,2,10,10,0,1,1000,512,10000,2,0,1.4,3.191666667,13.35833333
4,10,4,1000000,1,1,1000,1000,512,10000,5,0,669.8333333,252.7333333,792.575
4,10,4,10,10,1,1000,1000,1024,10000,2,29,847.5166667,5156.9,18099.86667
2,10,2,10,1,0,1,10,512,100,5,29,1.125,1.116666667,1.45
2,1,2,1000000,1,0,1,10,1024,100,2,0,11.65,1.116666667,1.516666667
4,10,2,10,1,0,1,10,512,100,5,0,1.25,1.25,2.666666667
4,1,4,10,1,1,1000,10,512,100,2,0,19.38333333,228.5166667,760.2916667
2,10,2,10,10,1,1,1000,512,10000,2,0,1.133333333,1.825,5.433333333
2,1,4,1000000,1,0,1000,1000,1024,10000,2,29,913.5833333,125.425,323.0333333
2,10,4,1000000,10,1,1000,1000,512,10000,5,29,0,1762.966667,7181.958333
2,1,4,10,1,1,1000,1000,512,10000,2,0,12.40833333,114.225,284.4333333
2,10,2,1000000,10,0,1,10,1024,100,5,29,0,1.833333333,5.225
4,1,4,1000000,1,0,1000,10,512,100,5,0,1890.8,229.3916667,671.0333333
4,1,4,10,1,0,1,1000,512,10000,2,29,1.133333333,1.266666667,2.825
2,10,4,1000000,1,1,1,10,512,100,5,0,15.94166667,1.108333333,1.516666667
2,1,4,10,10,1,1000,1000,1024,10000,5,29,656.5416667,1640.458333,8513.258333
4,10,4,1000000,10,1,1,1000,1024,10000,5,29,107.0083333,4.125,17.1
4,1,4,1000000,10,1,1000,1000,1024,10000,2,29,124.3,5439.75,19032.14167
4,10,4,1000000,1,1,1,1000,512,10000,2,0,6.883333333,1.266666667,3.15
4,10,2,1000000,10,0,1,1000,1024,10000,2,0,260.25,3.258333333,14.025
2,1,2,1000000,10,0,1,1000,1024,10000,2,29,0,2.266666667,5.691666667
4,10,4,10,10,0,1,1000,512,10000,2,29,1.475,4.283333333,15.44166667
2,1,2,10,10,0,1000,1000,1024,10000,5,0,557.3,1410.7,16906.25
2,10,2,10,10,1,1,1000,512,10000,2,29,1.391666667,2.233333333,5.425
2,1,4,1000000,1,1,1000,1000,512,10000,5,0,0,130.4416667,310.25
2,1,4,1000000,1,0,1000,10,512,100,5,0,349.575,116.55,285.7
2,1,4,1000000,1,1,1,10,1024,100,5,0,19.74166667,1.125,1.483333333
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,0,1829.658333,11516.7
2,1,2,10,1,0,1000,1000,1024,10000,5,29,65.075,100.9666667,290.05
2,10,2,10,1,0,1000,10,1024,100,2,29,16.55833333,102.5416667,292.8583333
4,1,4,1000000,10,1,1000,10,512,100,5,0,0,5030.016667,18961.875
4,1,4,10,10,0,1,1000,512,10000,5,29,3.383333333,4.233333333,13.95
2,10,4,10,1,1,1000,10,512,100,2,29,7.75,118.5666667,223.575
2,1,2,10,10,1,1,1000,1024,10000,2,0,1.125,1.833333333,8.091666667
2,1,4,10,1,0,1000,1000,1024,10000,2,0,12.71666667,125.3166667,305.2583333
2,10,4,10,1,1,1000,10,512,100,5,29,36.3,113.2416667,318
4,10,2,1000000,1,1,1,10,512,100,5,0,155.0666667,1.25,3.241666667
4,10,4,10,1,1,1,1000,1024,10000,2,29,1.183333333,1.266666667,2.766666667
4,1,4,10,1,0,1,1000,1024,10000,5,29,1.241666667,1.266666667,3.141666667
4,10,2,10,10,0,1000,1000,1024,10000,2,29,578.5,5019.116667,20145.58333
2,1,4,1000000,1,1,1000,10,512,100,2,0,548.725,126.825,300.7333333
4,10,4,1000000,10,1,1000,1000,1024,10000,5,29,70.575,3918.525,16461.98333
4,10,2,1000000,10,1,1,10,1024,100,2,0,61.5,3.291666667,13.5
4,1,4,1000000,10,0,1,1000,512,10000,5,29,130.8,4.375,14.1
2,1,4,10,10,0,1,1000,1024,10000,2,0,1.125,2.008333333,6.058333333
2,1,4,10,1,1,1,10,1024,100,5,0,1.116666667,1.108333333,1.516666667
4,1,4,1000000,10,0,1,10,512,100,5,29,235.45,4.325,14.96666667
4,1,4,1000000,10,0,1000,1000,512,10000,5,29,0,5121.541667,14923.55
4,1,4,10,10,1,1000,10,512,100,5,0,1375.883333,6863.641667,20241.84167
2,1,2,10,1,1,1000,10,512,100,2,29,18.14166667,102.7916667,303.575
2,10,4,1000000,10,1,1000,1000,1024,10000,2,29,0,1710.85,11716.5
4,1,2,1000000,10,0,1,1000,1024,10000,2,29,37.675,3.483333333,14.10833333
2,1,4,10,10,1,1,1000,512,10000,5,0,1.333333333,1.866666667,5.358333333
2,10,4,10,10,1,1000,10,1024,100,2,29,274.9166667,1750.383333,7825.233333
4,1,2,1000000,10,0,1,1000,512,10000,5,0,496.2833333,3.208333333,13.59166667
2,10,4,10,1,0,1000,1000,1024,10000,5,29,44.95833333,124.8166667,280.9166667
2,1,2,1000000,10,1,1000,1000,1024,10000,5,29,0,1472.758333,9168.008333
2,10,2,10,1,1,1000,10,1024,100,5,0,56.18333333,100.425,320.775
4,1,4,1000000,10,1,1,1000,512,10000,5,0,284.3416667,4.333333333,18.24166667
4,10,2,10,1,0,1,10,1024,100,2,29,1.15,1.25,2.783333333
2,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0,1655.583333,7509.825
2,1,4,1000000,10,0,1,1000,512,10000,2,0,0,2.3,6.025
2,10,2,10,1,1,1,10,1024,100,2,0,1.4,1.125,1.525
4,1,2,1000000,10,1,1,10,512,100,2,29,35.54166667,3.266666667,14.06666667
4,10,2,10,10,0,1000,10,512,100,2,0,589.0833333,4412.925,17831.65
2,1,4,10,10,0,1000,1000,512,10000,5,29,645.2916667,1622.258333,9175.541667
4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,137.075,4941.033333,16056.08333
2,1,2,1000000,1,0,1000,1000,1024,10000,2,29,1353.416667,98.90833333,292.4
2,10,4,1000000,10,1,1,1000,512,10000,5,29,0,2.033333333,5.958333333
4,1,4,10,10,0,1000,10,512,100,5,0,3197.891667,4428.125,16337.79167
2,10,2,10,1,1,1,1000,512,10000,5,0,1.116666667,1.108333333,1.741666667
2,10,4,1000000,1,0,1,1000,512,10000,5,0,15.29166667,1.108333333,1.533333333
4,1,2,1000000,10,1,1,1000,1024,10000,2,0,38.54166667,3.308333333,13.075
4,1,4,1000000,10,0,1000,10,1024,100,2,29,163.7166667,5636.141667,15732.675
2,1,4,10,10,1,1,1000,1024,10000,2,29,1.4,2.025,5.783333333
2,1,2,10,10,0,1,10,512,100,2,0,1.1,1.816666667,5.55
2,1,4,10,10,0,1000,1000,512,10000,5,0,657.75,1726.725,8226.525
4,10,2,1000000,10,0,1000,1000,512,10000,5,0,59.44166667,4180.883333,22742.06667
2,10,2,10,1,0,1000,1000,512,10000,2,0,18.03333333,107.9416667,345.9166667
2,10,4,10,10,0,1,1000,1024,10000,2,29,1.116666667,1.991666667,5.633333333
4,10,4,10,10,1,1000,10,512,100,5,0,1758.325,4698.983333,25175.35833
4,10,2,1000000,1,1,1000,1000,1024,10000,2,29,2129.2,190.1333333,721.1416667
4,10,4,1000000,1,1,1000,1000,1024,10000,2,29,1860,226.2583333,742.7
4,10,2,10,1,1,1000,1000,1024,10000,2,29,22.88333333,181.15,682.7583333
2,10,4,1000000,10,1,1,1000,512,10000,2,29,0,2.025,5.766666667
2,10,2,1000000,1,1,1000,10,512,100,5,0,3164,101.125,257.7416667
2,10,2,1000000,10,1,1,1000,512,10000,2,29,0,1.816666667,5.375
2,1,4,1000000,10,0,1000,1000,1024,10000,5,0,0,1818.175,14445.89167
4,10,2,10,10,1,1,1000,512,10000,2,29,1.383333333,3.25,13.34166667
4,1,2,1000000,1,1,1000,10,512,100,5,0,343.6666667,177.6916667,714.6333333
2,1,4,1000000,1,0,1,10,1024,100,5,29,19.39166667,1.133333333,1.45
4,10,2,1000000,1,1,1000,1000,512,10000,5,0,2667.25,177.6916667,855.1166667
2,1,2,10,10,1,1,1000,1024,10000,5,0,1.258333333,1.816666667,6.208333333
2,10,2,10,10,1,1,10,512,100,5,29,1.416666667,1.808333333,5.608333333
4,10,4,1000000,10,1,1000,10,512,100,2,0,0,5173.6,21779.59167
2,10,4,1000000,1,1,1000,1000,512,10000,5,0,0,114.4833333,243.2666667
2,10,2,1000000,1,1,1,10,1024,100,5,29,15.18333333,1.116666667,1.458333333
4,1,2,1000000,1,1,1,1000,1024,10000,2,29,5.408333333,1.241666667,2.608333333
4,10,2,1000000,1,0,1,1000,1024,10000,5,0,19.26666667,1.241666667,2.933333333
2,10,2,10,10,1,1000,10,1024,100,5,0,708.4416667,1494.383333,16050.675
2,1,2,10,1,0,1,10,512,100,5,29,1.1,1.108333333,1.525
2,10,4,1000000,1,0,1,10,1024,100,2,29,6.666666667,1.125,1.425
4,10,2,1000000,10,0,1000,10,1024,100,2,0,7.383333333,4912.141667,15052.35833
2,1,4,1000000,10,1,1000,10,512,100,2,29,0,1862.05,10789.18333
4,10,4,10,1,1,1,1000,1024,10000,5,0,1.241666667,1.25,2.866666667
2,1,4,10,10,0,1000,10,1024,100,2,0,245.5083333,1911.208333,9153.075
4,10,2,1000000,1,0,1000,1000,512,10000,2,29,1679.75,194.0083333,652.8833333
2,1,4,10,10,0,1000,10,512,100,2,29,247.2416667,1794,13938.45
4,1,2,10,10,1,1000,10,512,100,2,0,456.4416667,3860.175,26889.34167
4,1,4,1000000,1,0,1,10,1024,100,5,29,19.00833333,1.266666667,2.9
4,1,4,10,1,1,1,1000,1024,10000,5,29,1.258333333,1.266666667,2.341666667
2,10,4,1000000,1,0,1,10,1024,100,5,0,14.25,1.116666667,1.541666667
2,1,2,10,10,1,1000,10,1024,100,2,29,244.925,1599.958333,25725.15833
2,10,4,1000000,10,1,1000,1000,512,10000,5,0,0,1733.458333,9983.408333
2,1,4,10,1,0,1000,1000,512,10000,2,0,14.04166667,129.725,272.6
2,1,4,1000000,1,1,1,10,512,100,5,0,22.8,1.108333333,1.558333333
2,1,4,1000000,1,0,1000,10,1024,100,5,0,888.475,113.1916667,272.475
2,1,2,10,10,0,1,1000,1024,10000,2,0,1.116666667,1.766666667,5.341666667
2,10,4,10,1,1,1,1000,1024,10000,2,0,1.1,1.116666667,1.65
2,10,2,10,10,1,1000,10,512,100,5,29,713,1420.466667,12226.325
4,1,4,1000000,1,0,1,1000,512,10000,2,29,8.15,1.241666667,2.791666667
2,1,4,1000000,1,0,1000,1000,512,10000,5,29,717.65,119.8666667,268
2,10,4,10,10,1,1000,10,512,100,2,0,268.025,1847.408333,12068.19167
2,1,4,1000000,1,1,1000,1000,512,10000,5,29,0,120.675,296.3333333
2,1,2,10,1,0,1,1000,1024,10000,5,29,1.108333333,1.116666667,1.5
4,1,2,1000000,1,1,1000,10,1024,100,5,29,223.9583333,187.1416667,660.5083333
4,10,4,1000000,1,0,1000,10,1024,100,2,29,1733.583333,251.6666667,773.4583333
2,1,4,1000000,1,0,1,1000,512,10000,5,0,19.56666667,1.133333333,1.466666667
2,10,4,1000000,10,1,1,10,512,100,2,0,0,1.9,5.65
2,1,4,10,1,0,1000,10,512,100,5,0,42.58333333,124.775,305.075
4,1,4,1000000,10,1,1000,10,1024,100,2,29,456.8333333,5018.158333,16210.925
4,1,4,1000000,1,1,1,10,1024,100,5,0,20.35833333,1.266666667,3.358333333
2,10,4,1000000,1,0,1,1000,512,10000,2,0,6.591666667,1.116666667,1.516666667
4,1,2,1000000,1,1,1000,10,512,100,2,29,474.4,191.1666667,733.05
2,10,2,10,10,1,1000,1000,512,10000,5,0,699,1492.875,16483.25833
4,10,4,1000000,1,1,1000,10,1024,100,5,0,348.0333333,216.4166667,839.1916667
2,10,2,10,1,0,1000,1000,1024,10000,5,29,53.59166667,108.725,297.525
4,10,4,1000000,10,0,1,10,512,100,5,29,0,4.3,14.54166667
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,0,4308.275,14712.35833
4,1,4,1000000,10,1,1000,1000,512,10000,5,0,0,4713.15,18620.76667
2,1,4,1000000,10,0,1000,10,512,100,5,0,0,1741.558333,8561.133333
2,10,2,10,10,0,1,10,512,100,2,29,1.116666667,1.783333333,5.666666667
2,10,2,10,1,1,1000,10,1024,100,2,29,17.74166667,102.7416667,254.6666667
2,1,4,1000000,10,1,1,10,512,100,5,0,0,1.916666667,5.866666667
2,10,2,1000000,10,0,1,1000,512,10000,2,29,0,1.825,5.483333333
4,1,2,10,1,1,1000,1000,512,10000,5,0,98.26666667,183.8583333,738.7166667
2,10,2,1000000,10,1,1,1000,1024,10000,2,29,0,1.858333333,5.633333333
2,10,2,10,1,0,1,1000,1024,10000,2,29,1.1,1.108333333,1.525
2,1,4,1000000,1,1,1,10,512,100,5,29,19.325,1.116666667,1.6
